CUSTOMER_NUM,Installment_Purchases,None_Of_the_Purchases,One_Of_Purchase,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,Monthly_Avg_Purchase,Monthly_Avg_Cash,Limit_Usage,Pay_to_MinimumPay,Age_Group,Balance_Group,Payment_Group,Gender,Marital_Status,Occupation_Group
4112606,1,0,0,125.694817,1.0,233.28,0.0,233.28,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,207.773715,164.748819,0.0,12,19.44,0.0,0.125694817,1.2611545033290952,18-25,$0-$499,$200-$499,Female,Married,Employed
4115934,0,0,0,12136.21996,1.0,3038.01,1013.2,2024.81,3183.583301,1.0,0.166667,1.0,0.5,10,64,13000.0,4230.323491,3292.01503,0.0,12,253.1675,265.2986084166667,0.9335553815384616,1.2850255701900608,18-25,$3000+,$2000+,Male,Married,Student
4115961,0,0,0,1162.273324,1.0,1347.71,400.0,947.71,175.815755,1.0,0.083333,1.0,0.166667,2,45,6000.0,645.998299,256.848991,0.0,12,112.30916666666668,14.651312916666669,0.1937122206666666,2.515089884079007,46-55,$1000-$1999,$500-$999,Male,Married,Employed
4094832,0,0,1,125.660453,1.0,636.79,636.79,0.0,0.0,0.916667,0.916667,0.0,0.0,0,11,1200.0,423.449696,196.301885,0.3,12,53.06583333333333,0.0,0.1047170441666666,2.157135149262576,36-45,$0-$499,$200-$499,Female,Married,Retired
4103839,1,0,0,3517.101616,0.727273,547.28,0.0,547.28,0.0,1.0,0.0,1.0,0.0,0,14,11000.0,8735.607835,17862.55831,0.0,12,45.60666666666666,0.0,0.3197365105454545,0.4890457281312018,36-45,$3000+,$2000+,Male,Single,Retired
4111724,0,0,0,4047.480828,1.0,2380.55,1642.17,738.38,1697.660901,0.75,0.5,0.75,0.333333,7,41,5000.0,1617.894416,1541.141605,0.0,12,198.3791666666667,141.47174175,0.8094961656,1.049802568920979,46-55,$3000+,$1000-$1999,Female,Married,Employed
4112540,0,0,0,784.889762,0.909091,1526.59,786.3,740.29,2188.419607,0.583333,0.416667,0.333333,0.25,11,27,3000.0,1262.309666,363.142736,0.111111,12,127.21583333333332,182.3683005833333,0.2616299206666667,3.4760702634569567,26-35,$500-$999,$1000-$1999,Female,Married,Retired
4116040,0,0,0,5315.945594,1.0,1525.44,469.8,1055.64,0.0,1.0,0.333333,1.0,0.0,0,20,8500.0,1430.341501,1318.71492,0.0,12,127.12,0.0,0.625405364,1.0846480003426369,46-55,$3000+,$1000-$1999,Female,Married,Retired
4104361,0,0,0,229.867179,1.0,2390.6,1402.93,987.67,0.0,1.0,0.666667,1.0,0.0,0,87,3300.0,2543.953559,175.657825,0.916667,12,199.21666666666667,0.0,0.0696567209090909,14.482437995574635,46-55,$0-$499,$2000+,Female,Married,Self-employed
3861998,0,0,0,1078.888565,1.0,3107.85,2221.74,886.11,0.0,0.666667,0.583333,0.5,0.0,0,18,2500.0,1399.82834,1322.446601,0.0,12,258.9875,0.0,0.4315554259999999,1.058514074550523,18-25,$1000-$1999,$1000-$1999,Female,Married,Employed
3903751,0,0,1,464.674156,0.888889,1979.22,1979.22,0.0,1981.265503,0.666667,0.666667,0.0,0.111111,1,11,3000.0,3110.052742,132.446091,0.2,9,219.91333333333333,220.1406114444445,0.1548913853333333,23.481649918984772,26-35,$0-$499,$2000+,Female,Married,Employed
3941046,0,0,0,2386.330629,1.0,5217.62,4789.09,428.53,0.0,0.916667,0.916667,0.5,0.0,0,42,7500.0,5678.729613,1311.514878,0.083333,12,434.8016666666667,0.0,0.3181774172,4.3299010238143865,36-45,$2000-$2999,$2000+,Female,Married,Employed
4036781,1,0,0,1923.886805,1.0,1887.64,0.0,1887.64,1605.949371,1.0,0.0,1.0,0.083333,4,61,1850.0,3688.045998,3266.996777,0.083333,12,157.30333333333334,133.82911425,1.0399388135135137,1.1288795948512196,36-45,$1000-$1999,$2000+,Female,Married,Employed
4068189,0,0,0,3990.523579,1.0,263.5,190.6,72.9,0.0,0.666667,0.083333,0.583333,0.0,0,8,6000.0,6876.836205,1001.607366,0.083333,12,21.95833333333333,0.0,0.6650872631666667,6.86580035095309,26-35,$3000+,$2000+,Male,Married,Student
3925805,1,0,0,5487.683724,1.0,419.1,0.0,419.1,625.399386,0.916667,0.0,0.833333,0.333333,4,11,6250.0,1288.214909,2180.881868,0.0,12,34.925000000000004,52.1166155,0.8780293958400001,0.590685322255153,56+,$3000+,$1000-$1999,Female,Married,Employed
3622559,0,0,0,5860.433624,1.0,561.87,249.5,312.37,0.0,0.833333,0.166667,0.75,0.0,0,14,6000.0,1990.044998,2161.428274,0.0,12,46.8225,0.0,0.9767389373333334,0.9207083214087723,56+,$3000+,$1000-$1999,Female,Married,Self-employed
3744195,0,0,1,1727.638449,1.0,606.11,606.11,0.0,0.0,1.0,1.0,0.0,0.0,0,17,11000.0,2959.920544,623.656993,0.0,12,50.509166666666665,0.0,0.1570580408181818,4.74607128152574,36-45,$1000-$1999,$2000+,Male,Married,Self-employed
3915916,1,0,0,578.809679,1.0,320.0,0.0,320.0,0.0,0.75,0.0,0.666667,0.0,0,8,1500.0,1438.910569,190.186542,0.0,12,26.666666666666668,0.0,0.3858731193333333,7.565785432914596,26-35,$500-$999,$1000-$1999,Female,Married,Employed
4074938,0,0,0,17.357563,0.909091,244.85,40.21,204.64,0.0,0.666667,0.166667,0.583333,0.0,0,13,5000.0,357.802082,121.523416,0.181818,12,20.404166666666665,0.0,0.0034715125999999,2.944305663692008,26-35,$0-$499,$200-$499,Female,Married,Retired
3619249,0,0,0,1935.362486,1.0,4915.6,4515.34,400.26,293.844792,1.0,1.0,0.333333,0.083333,1,50,9000.0,4921.066897,594.756686,0.0,12,409.6333333333334,24.487066,0.2150402762222222,8.274084197516697,56+,$1000-$1999,$2000+,Female,Single,Self-employed
3769615,0,0,1,134.917202,1.0,1247.8,1247.8,0.0,0.0,1.0,1.0,0.0,0.0,0,22,16500.0,1275.229436,171.357189,1.0,12,103.98333333333332,0.0,0.0081768001212121,7.441937180703869,36-45,$0-$499,$1000-$1999,Female,Married,Employed
4029685,0,0,0,9381.255094,1.0,5100.07,1147.83,3952.24,370.737197,1.0,0.25,0.916667,0.083333,1,46,9000.0,6409.496345,9827.045323,0.0,12,425.0058333333333,30.894766416666663,1.042361677111111,0.6522302619281406,18-25,$3000+,$2000+,Male,Single,Self-employed
1111107,0,0,1,1619.955708,1.0,739.44,739.44,0.0,0.0,0.666667,0.666667,0.0,0.0,0,11,6000.0,417.128532,389.138517,0.0,12,61.620000000000005,0.0,0.269992618,1.0719281535423029,26-35,$1000-$1999,$200-$499,Male,Married,Employed
4001900,0,0,0,3539.801912,1.0,2823.8,1540.41,1283.39,0.0,0.916667,0.916667,0.833333,0.0,0,75,5700.0,9172.788366,2103.796148,0.083333,12,235.3166666666667,0.0,0.6210178792982456,4.36011272989554,36-45,$3000+,$2000+,Male,Married,Employed
3222101,1,0,0,408.656365,1.0,941.64,0.0,941.64,0.0,1.0,0.0,1.0,0.0,0,12,2500.0,1097.78942,176.610605,0.083333,12,78.47,0.0,0.163462546,6.2158748621012885,26-35,$0-$499,$1000-$1999,Female,Divorced,Employed
3619979,0,0,0,156.216753,0.818182,1354.86,585.63,769.23,0.0,0.916667,0.333333,0.833333,0.0,0,34,5500.0,858.976682,108.319927,0.0,12,112.905,0.0,0.028403046,7.929996869366427,26-35,$0-$499,$500-$999,Female,Single,Student
3995072,0,0,0,5322.994094,1.0,2812.2,857.12,1955.08,2510.352951,1.0,0.25,1.0,0.333333,8,81,8500.0,1509.423237,1834.031569,0.0,12,234.35,209.19607925,0.6262345992941176,0.8230083181299918,46-55,$3000+,$1000-$1999,Male,Married,Student
4065523,0,0,0,175.341651,0.818182,1508.9,1252.36,256.54,0.0,0.666667,0.416667,0.333333,0.0,0,14,5000.0,1884.227778,136.639824,1.0,12,125.74166666666667,0.0,0.0350683302,13.789740961610136,56+,$0-$499,$1000-$1999,Female,Married,Student
3273342,0,0,0,680.195157,1.0,1045.57,667.95,377.62,0.0,1.0,0.583333,1.0,0.0,0,25,3000.0,552.432305,207.720441,0.0,12,87.13083333333333,0.0,0.226731719,2.6594989994268308,26-35,$500-$999,$500-$999,Male,Married,Employed
2446150,1,0,0,223.763616,0.636364,2309.78,0.0,2309.78,0.0,0.583333,0.0,0.5,0.0,0,12,6500.0,1206.81188,99.372848,0.333333,12,192.48166666666668,0.0,0.0344251716923076,12.144281906864538,36-45,$0-$499,$1000-$1999,Female,Married,Unemployed
1015088,0,0,0,4245.855092,1.0,1957.3,1077.3,880.0,0.0,0.833333,0.166667,0.583333,0.0,0,19,5000.0,1004.35474,1086.428906,0.0,12,163.10833333333332,0.0,0.8491710184,0.9244550972946958,18-25,$3000+,$1000-$1999,Female,Married,Student
3331778,0,0,0,4637.848144,1.0,1271.12,351.54,919.58,0.0,0.833333,0.25,0.833333,0.0,0,33,5000.0,1906.032044,3572.279251,0.0,12,105.92666666666666,0.0,0.9275696288,0.5335618830656753,26-35,$3000+,$1000-$1999,Female,Married,Self-employed
4033311,1,0,0,231.108995,1.0,440.0,0.0,440.0,0.0,0.916667,0.0,0.916667,0.0,0,22,4000.0,554.116542,185.091037,0.0,12,36.66666666666666,0.0,0.0577772487499999,2.993751350585388,26-35,$0-$499,$500-$999,Male,Married,Employed
3979184,0,0,0,706.132889,1.0,897.86,714.52,183.34,586.268966,0.916667,0.333333,0.916667,0.25,3,18,1200.0,972.358048,184.524376,0.0,12,74.82166666666667,48.85574716666667,0.5884440741666667,5.269537115248124,18-25,$500-$999,$500-$999,Female,Married,Employed
3821912,0,0,1,2235.103331,1.0,720.6,720.6,0.0,723.308724,1.0,1.0,0.0,0.083333,1,12,2500.0,1061.292471,689.118919,0.0,12,60.05,60.275727,0.8940413323999999,1.540071592490991,18-25,$2000-$2999,$1000-$1999,Female,Married,Student
4048313,0,0,0,10598.46777,1.0,2084.48,1300.48,784.0,0.0,0.666667,0.416667,0.583333,0.0,0,13,21500.0,3219.621433,3068.125648,0.0,12,173.70666666666668,0.0,0.4929519893023255,1.0493773079661044,18-25,$3000+,$2000+,Female,Single,Unemployed
4014800,1,0,0,19.354559,0.909091,689.7,0.0,689.7,0.0,0.833333,0.0,0.833333,0.0,0,10,10000.0,746.691026,312.4522915,0.0,12,57.475,0.0,0.0019354558999999,2.3897761236294213,56+,$0-$499,$500-$999,Female,Married,Student
4020260,0,0,0,906.573724,1.0,1039.2,80.0,959.2,103.102091,0.833333,0.083333,0.833333,0.083333,1,11,13500.0,1855.235407,468.196732,0.083333,12,86.60000000000001,8.591840916666667,0.0671536091851851,3.962512508523874,36-45,$500-$999,$1000-$1999,Male,Single,Student
4069182,1,0,0,7679.62904,1.0,4059.93,0.0,4059.93,555.469352,0.583333,0.0,0.5,0.166667,7,14,7000.0,3685.61062,12854.9397,0.0,12,338.3275,46.28911266666666,1.0970898628571428,0.2867077330592223,18-25,$3000+,$2000+,Female,Married,Employed
2775240,0,0,0,1523.911458,1.0,4075.37,3322.28,753.09,0.0,1.0,1.0,1.0,0.0,0,31,6500.0,2254.26002,329.29648,0.0,12,339.6141666666667,0.0,0.2344479166153846,6.845685140636792,56+,$1000-$1999,$2000+,Female,Married,Retired
3503594,1,0,0,49.206256,1.0,870.24,0.0,870.24,0.0,1.0,0.0,1.0,0.0,0,24,8000.0,835.839952,193.011166,1.0,12,72.52,0.0,0.006150782,4.330526411098931,56+,$0-$499,$500-$999,Female,Married,Self-employed
3948078,0,0,0,106.455975,0.636364,2463.12,789.53,1673.59,0.0,1.0,0.5,1.0,0.0,0,46,4000.0,2573.722764,95.342224,0.636364,12,205.26,0.0,0.02661399375,26.994574450035905,46-55,$0-$499,$2000+,Male,Married,Employed
4012206,0,0,0,871.568977,1.0,648.22,115.0,533.22,0.0,1.0,0.083333,1.0,0.0,0,27,1200.0,1110.886425,208.298424,0.0,12,54.01833333333334,0.0,0.7263074808333333,5.333148487959755,56+,$500-$999,$1000-$1999,Male,Married,Retired
3481578,1,0,0,114.593817,1.0,469.98,0.0,469.98,0.0,1.0,0.0,0.833333,0.0,0,6,1000.0,367.109312,86.102479,0.5,6,78.33,0.0,0.114593817,4.263632316556182,36-45,$0-$499,$200-$499,Male,Married,Employed
4025719,0,0,0,595.677343,1.0,5078.14,4330.53,747.61,1424.442602,0.916667,0.666667,0.75,0.083333,1,42,15000.0,4756.654374,241.894073,0.916667,12,423.1783333333333,118.70355016666667,0.0397118228666666,19.664203901349826,36-45,$500-$999,$2000+,Female,Married,Employed
1322765,1,0,0,1128.124563,1.0,924.6,0.0,924.6,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,1202.711782,1747.037345,0.0,12,77.05,0.0,1.128124563,0.6884293489444555,18-25,$1000-$1999,$1000-$1999,Male,Married,Employed
3682361,0,0,0,349.441102,1.0,1975.4,1393.5,581.9,0.0,0.666667,0.416667,0.333333,0.0,0,17,4000.0,1795.012223,167.219681,0.0,12,164.61666666666667,0.0,0.0873602755,10.734455491515975,26-35,$0-$499,$1000-$1999,Male,Married,Employed
3865965,0,0,0,336.799916,1.0,3535.8,1614.7,1921.1,0.0,1.0,0.416667,0.916667,0.0,0,44,20000.0,2814.231227,186.230835,1.0,12,294.65000000000003,0.0,0.0168399958,15.11152128486134,18-25,$0-$499,$2000+,Male,Married,Employed
3978473,0,0,0,903.29781,1.0,2697.48,150.5,2546.98,0.0,1.0,0.333333,1.0,0.0,0,39,2500.0,1686.196344,303.361632,0.0,12,224.79,0.0,0.361319124,5.558370492943551,56+,$500-$999,$1000-$1999,Female,Married,Retired
2743279,0,0,0,117.442684,1.0,653.73,493.0,160.73,0.0,0.666667,0.416667,0.416667,0.0,0,15,10000.0,441.588141,136.827952,0.0,12,54.4775,0.0,0.0117442684,3.22732405583327,56+,$0-$499,$200-$499,Male,Married,Employed
1242688,1,0,0,168.522709,0.818182,2009.05,0.0,2009.05,0.0,0.833333,0.0,0.75,0.0,0,22,1200.0,2612.760497,197.638558,0.142857,12,167.42083333333332,0.0,0.1404355908333333,13.219892532306377,46-55,$0-$499,$2000+,Female,Single,Employed
3247349,0,0,0,874.583247,1.0,516.54,159.07,357.47,0.0,1.0,0.333333,0.916667,0.0,0,30,900.0,579.749308,693.894717,0.0,12,43.045,0.0,0.9717591633333332,0.8355003919132015,56+,$500-$999,$500-$999,Male,Married,Retired
3810590,1,0,0,5462.897068,1.0,1453.32,0.0,1453.32,0.0,0.5,0.0,0.5,0.0,0,18,16500.0,1382.269127,1755.253802,0.0,12,121.11,0.0,0.3310846707878788,0.7875038501127258,56+,$3000+,$1000-$1999,Female,Married,Student
3920774,0,0,0,5588.846272,1.0,3507.35,603.75,2903.6,0.0,0.916667,0.166667,0.833333,0.0,0,34,11500.0,1412.597253,1825.176503,0.0,12,292.27916666666664,0.0,0.4859866323478261,0.7739510401750992,36-45,$3000+,$1000-$1999,Male,Single,Employed
3642300,0,0,0,281.170378,0.818182,3163.69,56.8,3106.89,0.0,0.75,0.083333,0.666667,0.0,0,36,8000.0,2422.911622,187.046284,0.888889,12,263.6408333333333,0.0,0.03514629725,12.953540536523034,26-35,$0-$499,$2000+,Male,Divorced,Employed
2417262,0,0,0,130.251538,0.909091,1343.19,1082.79,260.4,0.0,1.0,1.0,0.583333,0.0,0,33,15000.0,1043.55929,182.429461,0.545455,12,111.9325,0.0,0.0086834358666666,5.720344095080125,56+,$0-$499,$1000-$1999,Male,Married,Retired
4076377,1,0,0,24.527253,0.909091,261.64,0.0,261.64,0.0,0.833333,0.0,0.833333,0.0,0,10,4000.0,376.758504,169.78292,0.818182,12,21.80333333333333,0.0,0.00613181325,2.219060103336661,46-55,$0-$499,$200-$499,Female,Married,Employed
4070028,0,0,1,768.004936,1.0,336.41,336.41,0.0,0.0,0.75,0.75,0.0,0.0,0,9,6000.0,947.696134,217.027653,0.0,12,28.034166666666668,0.0,0.1280008226666666,4.3667068269866975,18-25,$500-$999,$500-$999,Male,Married,Self-employed
3945965,0,0,0,1121.730896,1.0,878.52,103.1,775.42,197.648111,1.0,0.166667,0.916667,0.083333,1,39,1500.0,542.836917,471.496776,0.0,12,73.21,16.470675916666668,0.7478205973333334,1.1513056814623903,18-25,$1000-$1999,$500-$999,Female,Married,Self-employed
3273576,0,0,0,2422.311938,1.0,4490.69,3456.25,1034.44,188.783221,1.0,0.916667,1.0,0.083333,1,52,8500.0,5763.666926,582.589765,0.0,12,374.2241666666666,15.731935083333331,0.2849778750588235,9.893182599938052,26-35,$2000-$2999,$2000+,Male,Married,Employed
4086965,0,0,0,3061.213971,1.0,1829.2,1792.7,36.5,0.0,1.0,1.0,0.083333,0.0,0,17,7000.0,971.234118,985.954762,0.0,12,152.43333333333334,0.0,0.4373162815714286,0.985069655761752,26-35,$3000+,$500-$999,Male,Married,Student
3522268,0,0,0,5431.622968,1.0,1824.16,1598.56,225.6,0.0,1.0,0.916667,0.75,0.0,0,23,14500.0,1508.016452,1370.519926,0.0,12,152.01333333333335,0.0,0.3745946874482758,1.1003243538394205,46-55,$3000+,$1000-$1999,Female,Single,Employed
3331288,0,0,0,4178.625215,1.0,1431.89,430.69,1001.2,0.0,1.0,0.416667,0.833333,0.0,0,39,4000.0,2384.542045,3868.70983,0.0,12,119.32416666666668,0.0,1.04465630375,0.6163662176235121,56+,$3000+,$2000+,Female,Married,Employed
4026228,0,0,0,3019.019487,1.0,2260.41,1356.33,904.08,0.0,0.833333,0.416667,0.75,0.0,0,25,8500.0,2187.930651,739.224894,0.0,12,188.3675,0.0,0.3551787631764705,2.959763217876697,46-55,$3000+,$2000+,Male,Married,Unemployed
3422981,0,0,0,1070.999446,1.0,990.7,482.0,508.7,0.0,0.75,0.25,0.583333,0.0,0,13,1400.0,505.317328,438.324017,0.0,12,82.55833333333334,0.0,0.7649996042857143,1.152839699404379,56+,$1000-$1999,$500-$999,Female,Divorced,Student
2528960,1,0,0,279.608696,1.0,3034.92,0.0,3034.92,0.0,1.0,0.0,1.0,0.0,0,12,2900.0,2928.909865,2733.317012,0.083333,12,252.91,0.0,0.0964167917241379,1.0715587881468909,46-55,$0-$499,$2000+,Female,Married,Employed
3928071,0,0,1,1255.901821,1.0,1038.81,1038.81,0.0,1092.634704,0.916667,0.916667,0.0,0.083333,1,21,5700.0,1215.454299,422.331098,0.0,12,86.5675,91.052892,0.2203336528070175,2.8779654274949937,18-25,$1000-$1999,$1000-$1999,Female,Married,Employed
3020601,0,0,0,2363.489077,1.0,2641.98,1386.3,1255.68,263.884743,0.833333,0.666667,0.75,0.083333,1,41,3000.0,1839.928884,1075.456585,0.0,12,220.165,21.99039525,0.7878296923333334,1.7108351091643557,36-45,$2000-$2999,$1000-$1999,Female,Married,Student
2233126,0,0,1,4014.388265,1.0,1189.52,1189.52,0.0,0.0,1.0,1.0,0.0,0.0,0,12,8000.0,0.0,312.4522915,0.0,12,99.12666666666668,0.0,0.501798533125,0.0,26-35,$3000+,$0-$199,Female,Married,Student
2293743,0,0,0,2814.207626,1.0,3197.24,2080.02,1117.22,0.0,1.0,0.666667,1.0,0.0,0,49,3000.0,3574.480603,1328.897516,0.0,12,266.43666666666667,0.0,0.9380692086666668,2.6898090785504936,56+,$2000-$2999,$2000+,Female,Married,Self-employed
3176610,0,0,0,435.862142,1.0,1646.16,1023.42,622.74,0.0,1.0,0.583333,0.75,0.0,0,33,12000.0,1055.835407,236.619362,0.0,12,137.18,0.0,0.0363218451666666,4.462168260769801,18-25,$0-$499,$1000-$1999,Male,Married,Employed
2165226,1,0,0,6.390383,1.0,79.66,0.0,79.66,0.0,1.0,0.0,1.0,0.0,0,12,1500.0,75.896288,75.967742,0.0,12,6.638333333333333,0.0,0.0042602553333333,0.9990594165613084,36-45,$0-$499,$0-$199,Male,Married,Employed
1991241,0,0,0,7938.559134,1.0,3677.52,3543.73,133.79,0.0,1.0,1.0,0.5,0.0,0,98,12500.0,2657.856602,1912.298544,0.0,12,306.46,0.0,0.63508473072,1.3898753467858105,36-45,$3000+,$2000+,Female,Divorced,Student
3787426,1,0,0,996.48222,1.0,675.96,0.0,675.96,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,1851.602411,1382.292833,0.083333,12,56.330000000000005,0.0,0.99648222,1.3395153087652594,36-45,$500-$999,$1000-$1999,Male,Married,Unemployed
2735986,1,0,0,19.508047,1.0,193.14,0.0,193.14,0.0,0.416667,0.0,0.416667,0.0,0,5,2000.0,220.46377,71.965063,0.25,12,16.095,0.0,0.0097540235,3.0634833182873757,46-55,$0-$499,$200-$499,Female,Married,Retired
2286421,0,0,1,185.640313,1.0,1703.23,1703.23,0.0,0.0,1.0,1.0,0.0,0.0,0,13,11500.0,1449.039414,183.298253,1.0,12,141.9358333333333,0.0,0.0161426359130434,7.90536401893585,26-35,$0-$499,$1000-$1999,Male,Married,Self-employed
4104539,0,0,0,1049.496471,1.0,1322.67,1096.71,225.96,774.260436,0.833333,0.75,0.416667,0.25,6,28,11000.0,802.38543,229.655091,0.0,12,110.2225,64.521703,0.095408770090909,3.4938717295842574,26-35,$1000-$1999,$500-$999,Male,Single,Employed
4110571,1,0,0,5570.190127,1.0,1607.88,0.0,1607.88,0.0,1.0,0.0,1.0,0.0,0,84,13500.0,1583.411686,2216.638394,0.0,12,133.99,0.0,0.4126066760740741,0.7143301723393319,26-35,$3000+,$1000-$1999,Female,Married,Unemployed
4112749,0,0,0,2903.781184,1.0,3014.23,1340.34,1673.89,103.610197,1.0,0.833333,1.0,0.083333,1,93,4500.0,1350.370286,655.633916,0.0,12,251.1858333333333,8.634183083333333,0.6452847075555556,2.0596406821638555,46-55,$2000-$2999,$1000-$1999,Female,Married,Employed
4104029,0,0,0,8097.334733,1.0,3999.92,200.0,3799.92,0.0,1.0,0.083333,1.0,0.0,0,14,7500.0,5624.074339,9952.672511,0.0,12,333.32666666666665,0.0,1.0796446310666663,0.5650818242822819,18-25,$3000+,$2000+,Male,Single,Self-employed
4104413,0,0,0,1082.33027,1.0,2980.46,657.78,2322.68,0.0,1.0,0.5,1.0,0.0,0,50,6000.0,1116.967993,289.439818,0.0,12,248.37166666666667,0.0,0.1803883783333333,3.859068184599259,36-45,$1000-$1999,$1000-$1999,Male,Married,Self-employed
4105711,0,0,1,2734.66412,1.0,560.73,560.73,0.0,0.0,0.916667,0.916667,0.0,0.0,0,11,7500.0,717.798364,670.049653,0.0,12,46.7275,0.0,0.3646218826666667,1.0712614517240855,26-35,$2000-$2999,$500-$999,Male,Married,Employed
4111920,0,0,0,156.278339,1.0,1385.1,1005.1,380.0,0.0,1.0,0.5,0.75,0.0,0,21,14000.0,1280.473571,193.369942,0.833333,12,115.425,0.0,0.0111627385,6.621885272117421,36-45,$0-$499,$1000-$1999,Female,Married,Student
4112504,1,0,0,1473.495809,1.0,414.0,0.0,414.0,0.0,0.75,0.0,0.666667,0.0,0,9,10500.0,5863.94034,570.250342,0.5,12,34.5,0.0,0.1403329341904761,10.283098330873074,26-35,$1000-$1999,$2000+,Female,Married,Employed
4101608,0,0,0,1504.82705,1.0,2010.0,630.0,1380.0,1189.292764,1.0,0.166667,1.0,0.083333,1,14,8500.0,859.829946,479.831475,0.0,12,167.5,99.10773033333334,0.1770384764705882,1.7919415269704846,18-25,$1000-$1999,$500-$999,Female,Married,Employed
4101198,0,0,0,7645.108427,1.0,4693.15,4332.65,360.5,0.0,0.5,0.416667,0.333333,0.0,0,12,13500.0,4786.64868,1741.158024,0.0,12,391.0958333333333,0.0,0.5663043279259259,2.749117893965493,26-35,$3000+,$2000+,Female,Married,Employed
2564491,1,0,0,1129.33758,1.0,498.96,0.0,498.96,72.259355,1.0,0.0,1.0,0.083333,1,12,1000.0,829.505486,1623.389428,0.0,12,41.58,6.021612916666666,1.1293375799999998,0.5109713490138609,56+,$1000-$1999,$500-$999,Female,Married,Employed
